resonance_radical_smiles,closed_shell_smiles
C=C[CH]CCC(C=C)OO,C=CCCCC(C=C)OO
[O]OCC1=COC1,OOCC1=COC1
[CH2]C1CCO1,CC1CCO1
[CH]=CC(=O)C=O,C=CC(=O)C=O
[CH2]CN(CC)O,CCN(CC)O
C[C]=CC(C)=O,CC=CC(C)=O
C=C(C)[CH]CC,C=C(C)CCC
[CH2]C(C)=CCC,CCC=C(C)C
CC1[CH]CO1,CC1CCO1
CC[CH]C(CC)C1C=CCC1,CCCC(CC)C1C=CCC1
[CH2]C(C)(OC(=C)C1OO1)C(=C)C,C=C(OC(C)(C)C(=C)C)C1OO1
C=CC(C)(O[O])C(=C)C,C=CC(C)(OO)C(=C)C
OOC[C]1OO1,OOCC1OO1
C[C]1C=CCCC1,CC1C=CCCC1
CC1=C[CH]CCC1,CC1=CCCCC1
C[CH]C,CCC
[CH2]C(=C)C(C)C,C=C(C)C(C)C
[CH]=C(C)O,C=C(C)O
CC=[C]O,CC=CO
C=CCO[O],C=CCOO
C=C(C)C(C)=CCO[O],C=C(C)C(C)=CCOO
[CH2]OC=C,C=COC
C=CC(C)=C(C)CO[O],C=CC(C)=C(C)COO
C#CC(O)O[O],C#CC(O)OO
C=C=CO[CH]C=O,C=C=COCC=O
C=C=COC=C[O],C=C=COC=CO
C[C]=CO,CC=CO
[CH2]C1(C)OO1,CC1(C)OO1
C=C[CH]CC1CC(C)=CCC1C,C=CCCC1CC(C)=CCC1C
[CH2]C=CCC1CC(C)=CCC1C,CC=CCC1CC(C)=CCC1C
C[C]=C(C)C=O,CC=C(C)C=O
[CH2]C1=CCOOC1,CC1=CCOOC1
C=C1[CH]COOC1,C=C1CCOOC1
[CH]=C(C)C(C)=O,C=C(C)C(C)=O
[CH]1COOC1,C1COOC1
CC1OOC=[C]C1=O,CC1OOC=CC1=O
CC1OOC=C=C1[O],CC1OOC=C=C1O
CC1[CH]C=CCC1,CC1CC=CCC1
CC1C=C[CH]CC1,CC1C=CCCC1
CCN(OC1CC=C[CH]1)CC,CCN(OC1CC=CC1)CC
CCN(OC1C[CH]C=C1)CC,CCN(OC1CCC=C1)CC
[CH2]C=C=O,CC=C=O
C=C[C]=O,C=CC=O
[CH]1CC=CO1,C1=COCC1
[O]OC1=COOC1,OOC1=COOC1
OC1=CO[C]=C1,OC1=COC=C1
C=C[CH]COOC(C)C=C,C=CCCOOC(C)C=C
[CH2]C=CCOOC(C)C=C,C=CC(C)OOCC=CC
C=C[C](C)C,C=CC(C)C
[CH2]C=C(C)C,CC=C(C)C
[CH]1CCO1,C1COC1
[O]OC1C=CCCC1C1C=CCC1,OOC1C=CCCC1C1C=CCC1
OOC1[CH]CCC=C1,OOC1C=CCCC1
CCC1[CH]O1,CCC1CO1
CC[N]CC,CCNCC
CC(=O)[C]1CC1,CC(=O)C1CC1
CC([O])=C1CC1,CC(O)=C1CC1
[CH2]CC,CCC
C=CC1C=CC(O[O])COO1,C=CC1C=CC(OO)COO1
[CH2]C1(C)CC(=C)OO1,C=C1CC(C)(C)OO1
C=C(C)C(=C)C[C]=O,C=C(C)C(=C)CC=O
C=[C]C(C)(C)OO,C=CC(C)(C)OO
[CH]1COOC12COO2,C1CC2(COO2)OO1
C[CH]C=CC,CC=CCC
[CH]1C2CCC1C1CCC=CC1OO2,C1=CC2OOC3CCC(C3)C2CC1
OC1[C]=COO1,OC1C=COO1
[CH2]CC(=C)OO,C=C(CC)OO
[CH2]C1(C)CC(=C)O1,C=C1CC(C)(C)O1
[CH2]C(C=C)OO,C=CC(C)OO
C=C1OC[C]1C,C=C1OCC1C
[CH2]C1=C(C)CO1,CC1=C(C)OC1
C=C(C)CC1[CH]C=C(C)CC1,C=C(C)CC1CC=C(C)CC1
C=C(C)CC1C=C[C](C)CC1,C=C(C)CC1C=CC(C)CC1
CCN(OC1=CC=C[CH]C1)CC,CCN(OC1=CC=CCC1)CC
CCN(OC1=C[CH]C=CC1)CC,CCN(OC1=CCC=CC1)CC
CCN(O[C]1CC=CC=C1)CC,CCN(OC1CC=CC=C1)CC
C=C(C)CC1CCC=C[C]1C,C=C(C)CC1CCC=CC1C
C=C(C)CC1CC[CH]C=C1C,C=C(C)CC1CCCC=C1C
C=C(C)[CH]C,C=C(C)CC
[CH2]C(C)=CC,CC=C(C)C
C=CO[O],C=COO
[CH2]C=CCC(CON(CC)CC)C=C,CC=CCC(CON(CC)CC)C=C
CCN(OCC(C[CH]C=C)C=C)CC,CCN(OCC(CCC=C)C=C)CC
[CH]=C1OOC(C)C1=O,C=C1OOC(C)C1=O
C=C1C[C](C)COO1,C=C1CC(C)COO1
CC(N(CC)O)C(C=C)[CH2],CC(N(CC)O)C(C=C)C
[CH2]C(C=C)CC(C)C,C=CC(C)CC(C)C
[CH2]C(C)(OC(=C)C(=C)C)C(=C)C,C=C(C)C(=C)OC(C)(C)C(=C)C
O[C]1CC1,OC1CC1
[CH2]C=CCCC=CCON(CC)CC,CC=CCCC=CCON(CC)CC
C=C[CH]CCC=CCON(CC)CC,C=CCCCC=CCON(CC)CC
[CH]1C=CCC1OOC1C=CCCC1,C1=CC(OOC2CC=CC2)CCC1
[CH]1C=CC(OOC2C=CCCC2)C1,C1=CC(OOC2C=CCC2)CCC1
C=C(C)CC1[CH]C(C)=CCC1,C=C(C)CC1CCC=C(C)C1
C=C(C)CC1C=C(C)[CH]CC1,C=C(C)CC1C=C(C)CCC1
CC1(O[O])C=CC=CC1,CC1(OO)C=CC=CC1
CC1=CC=CC(O[O])C1,CC1=CC=CC(OO)C1
C=CC(=C)C(C)O[O],C=CC(=C)C(C)OO
CC1=CC=CCC1O[O],CC1=CC=CCC1OO
[O]OC1CC1,OOC1CC1
C=[C]CO,C=CCO
C=CC(C)[C](C)C,C=CC(C)C(C)C
[O]OCc1ccccc1,OOCC1=CC=CC=C1
[O]OCC1=CC=CC=C1,OOCC1=CC=CC=C1
C=C(C)CC[C]1C=CCCC1,C=C(C)CCC1C=CCCC1
C=C(C)CCC1=C[CH]CCC1,C=C(C)CCC1=CCCCC1
C=C1[CH]C=CC1=O,C=C1CC=CC1=O
[CH2]C1=CC=CC1=O,CC1=CC=CC1=O
C=C1C=C[CH]C1=O,C=C1C=CCC1=O
C=C1C=CC=C1[O],C=C1C=CC=C1O
C=CC1CC2([CH]C=CCC2)OO1,C=CC1CC2(CC=CCC2)OO1
C=CC1CC2(C=C[CH]CC2)OO1,C=CC1CC2(C=CCCC2)OO1
C=C[CH]CC,C=CCCC
[CH2]C=CCC,CC=CCC
C[C]1CO1,CC1CO1
C=C(C)CC1[CH]C=CC(C)C1,C=C(C)CC1CC=CC(C)C1
C=C(C)CC1C=C[CH]C(C)C1,C=C(C)CC1C=CCC(C)C1
C=CC(C)OOC1[CH]C=CC1,C=CC(C)OOC1CC=CC1
C=CC(C)OOC1C=C[CH]C1,C=CC(C)OOC1C=CCC1
CCC#C[O],CCC#CO
CC[C]=C=O,CCC=C=O
C=C(C)C(=C)CO[O],C=C(C)C(=C)COO
C=C(C)CC1[CH]C=CCC1C,C=C(C)CC1CC=CCC1C
C=C(C)CC1C=C[CH]CC1C,C=C(C)CC1C=CCCC1C
C=CC([O])=C=CC=O,C=CC(O)=C=CC=O
C=CC(=O)[C]=CC=O,C=CC(=O)C=CC=O
C=C(C)CC(=C)O[O],C=C(C)CC(=C)OO
C=[C]O,C=CO
[CH2]C(=C)CC,C=C(C)CC
CC1=CC(O[O])C=CC1,CC1=CC(OO)C=CC1
C=C(C)CC1(C)[CH]C=CCC1,C=C(C)CC1(C)CC=CCC1
C=C(C)CC1(C)C=C[CH]CC1,C=C(C)CC1(C)C=CCCC1
C=CC(C)(C)[CH]C,C=CC(C)(C)CC
[CH2]C1OOC1C,CC1OOC1C
C=C1C=CC(O[O])CC1,C=C1C=CC(OO)CC1
C=CC(=CC)CO[O],C=CC(=CC)COO
O=C1[C]=COO1,O=C1C=COO1
[O]C1=C=COO1,OC1=C=COO1
C=C(C)COOC1[CH]C=CC1,C=C(C)COOC1CC=CC1
C=C(C)COOC1C=C[CH]C1,C=C(C)COOC1C=CCC1
C=C(C)[C]1CC1O,C=C(C)C1CC1O
[CH2]C(C)=C1CC1O,CC(C)=C1CC1O
CC1C[C]1C=O,CC1CC1C=O
CC1CC1=C[O],CC1CC1=CO
CCN(OC1=C[CH]CC=C1)CC,CCN(OC1=CCCC=C1)CC
CCN(O[C]1C=CCC=C1)CC,CCN(OC1C=CCC=C1)CC
[CH2]C1(C)COO1,CC1(C)COO1
C=C(O[O])C1OO1,C=C(OO)C1OO1
[CH2]CC(C)=C(C)C,CCC(C)=C(C)C
C#CC(=O)C(C)O[O],C#CC(=O)C(C)OO
C=C=C(C)[O],C=C=C(C)O
C=[C]C(C)=O,C=CC(C)=O
C=CC[C](C)CC,C=CCC(C)CC
C[CH2],CC
[CH2]C1(C)OOCC1=C,C=C1COOC1(C)C
CC1[CH]O1,CC1CO1
[CH2]CC=COO,CCC=COO
C=C1CCC1(C)O[O],C=C1CCC1(C)OO
C=C1C=CCCC1C([CH]CC)CC,C=C1C=CCCC1C(CC)CCC
CC1=CCC(C)[CH]C1,CC1=CCC(C)CC1
[CH]=CCO,C=CCO
[CH2]CC1=C(C)COO1,CCC1=C(C)COO1
[CH2]C1=CC(CC(=C)C)CCC1,C=C(C)CC1C=C(C)CCC1
C=C(C)CC1[CH]C(=C)CCC1,C=C(C)CC1CCCC(=C)C1
CC[CH]C(CC)C1C=CC=C(C)C1,CCCC(CC)C1C=CC=C(C)C1
CC(C)CC1[CH]CC=C1,CC(C)CC1C=CCC1
[CH]1COC1,C1COC1
C=CC(C)(C=C)O[O],C=CC(C)(C=C)OO
C[C](C)C1(C)CC1,CC(C)C1(C)CC1
[CH2]C1C(C)C1(C)C,CC1C(C)C1(C)C
[CH2]C1CC(=C)COO1,C=C1COOC(C)C1
C=C1[CH]COO1,C=C1CCOO1
[CH2]C1=CCOO1,CC1=CCOO1
C[CH]C(C)OOC1C=CCC=C1,CCC(C)OOC1C=CCC=C1
C=C(C)C(=C)C[O],C=C(C)C(=C)CO
[CH2]CC(C)(C)C=C,C=CC(C)(C)CC
[CH]1C=CCCC1,C1=CCCCC1
C[CH]C1COO1,CCC1COO1
C=CC(=C=O)O[O],C=CC(=C=O)OO
CC[CH]C(CC)C1C=C(C)C=CC1,CCCC(CC)C1C=C(C)C=CC1
C[C]1C=CCC1,CC1C=CCC1
CC1=C[CH]CC1,CC1=CCCC1
CC[CH]C(CC)CC1=CCCC=C1,CCCC(CC)CC1=CCCC=C1
CC[CH]C(CC)OOC1C=CC=C1,CCCC(CC)OOC1C=CC=C1
C=C=C(C)O[C](C)C,C=C=C(C)OC(C)C
O=C1[CH]C2OC12,O=C1CC2OC12
[O]C1=CC2OC12,OC1=CC2OC12
[CH2]C(C)(C=C)CC,C=CC(C)(C)CC
[CH2]C1CC1(C)CC,CCC1(C)CC1C
[CH]=CC(C)=O,C=CC(C)=O
CC[CH]C(CC)OOC1C=CC(C2C=CCC=C2)C1,CCCC(CC)OOC1C=CC(C2C=CCC=C2)C1
OOC1[CH]CC=C1,OOC1C=CCC1
CC[CH]C(CC)OOC1C=CCC1C1C=CCC=C1,CCCC(CC)OOC1C=CCC1C1C=CCC=C1
[CH]=CO,C=CO
C=C(C)C(=C)O[O],C=C(C)C(=C)OO
[CH2]C(C)C(C)C=C,C=CC(C)C(C)C
[O]OC1C=CC(OOC2C=CCC=C2)C1,OOC1C=CC(OOC2C=CCC=C2)C1
C=[C]OC,C=COC
C=C(C=CC)O[O],C=C(C=CC)OO
[O]OCC1=CC=CCC1,OOCC1=CC=CCC1
C=C[CH]C,C=CCC
[CH2]C=CC,CC=CC
OC1[CH]C1,OC1CC1
[CH2]C(=C)C,C=C(C)C
[CH]1CCC=CC1OOC1C=CCCC1,C1=CC(OOC2C=CCCC2)CCC1
C#C[C](C)O,C#CC(C)O
[CH]=C=C(C)O,C=C=C(C)O
CC=C=C[O],CC=C=CO
CC=[C]C=O,CC=CC=O
C[C]=CC=O,CC=CC=O
C=CCC(=C)CO[O],C=CCC(=C)COO
[CH2]C12COOC1(C)C2,CC12COOC1(C)C2
C=C(C)C[CH]C,C=C(C)CCC
C=CC(C)OOC1[CH]CCC=C1,C=CC(C)OOC1C=CCCC1
[CH2]C1(C)OCC1=C,C=C1COC1(C)C
[CH2]C1(CC(=C)C)OO1,C=C(C)CC1(C)OO1
O=C1[C]=COOC1,O=C1C=COOC1
[O]C1=C=COOC1,OC1=C=COOC1
C=CC(=C)C[C]=O,C=CC(=C)CC=O
CCN(OC(C=C)[CH2])CC,CCN(OC(C=C)C)CC
[CH2]C(=C)C(=C)OO,C=C(C)C(=C)OO
C=C[C](C)C(=C)C,C=CC(C)C(=C)C
[CH2]C=C(C)C(=C)C,C=C(C)C(C)=CC
[CH2]C(C)=C(C)C=C,C=CC(C)=C(C)C
C=C1[CH]CCC1,C=C1CCCC1
[CH2]C1=CCCC1,CC1=CCCC1
CC1=C(CO[O])CC1,CC1=C(COO)CC1
CC=CC[C]1C=CCCC1,CC=CCC1C=CCCC1
CC=CCC1=C[CH]CCC1,CC=CCC1=CCCCC1
C=C(C)C1(O[O])CC1,C=C(C)C1(OO)CC1
C=[C]C(C)OO,C=CC(C)OO
[CH2]C1(C2OO2)OO1,CC1(C2OO2)OO1
[CH2]C1C=C(O)C1,CC1C=C(O)C1
[CH]1C=CCCC1C1C=CCCC1,C1=CC(C2CC=CCC2)CCC1
[CH]1C=CC(C2C=CCCC2)CC1,C1=CC(C2C=CCCC2)CCC1
[CH3],C
C#CC(=O)C[C]=O,C#CC(=O)CC=O
[CH2]C1CC=C1O,CC1CC=C1O
C=C1[CH]CO1,C=C1CCO1
[CH2]C1=CCO1,CC1=CCO1
[CH2]C1OO1,CC1OO1
C=C1[CH]OC1,C=C1COC1
[CH2]C1=COC1,CC1=COC1
[CH2]C(C)C(=C)C,C=C(C)C(C)C
[CH2]C1(C)CC1=O,CC1(C)CC1=O
C=CC=CCO[O],C=CC=CCOO
O=C[C]1CC1,O=CC1CC1
[O]C=C1CC1,OC=C1CC1
C=CC(=C)CO[O],C=CC(=C)COO
[CH]=C1OOCC1=O,C=C1OOCC1=O
[CH2]C=C1CC1O,CC=C1CC1O
C=C[C]1CC1O,C=CC1CC1O
[CH2]C(O)=C=C,C=C=C(C)O
C=[C]C(=C)O,C=CC(=C)O
C=C[C](C)CC=CC,C=CC(C)CC=CC
[CH2]C=C(C)CC=CC,CC=CCC(C)=CC
[O]OC1C=CC=CC1,OOC1C=CC=CC1
C#CC(O)=CCO[O],C#CC(O)=CCOO
[CH]=COC,C=COC
[CH]1C2CC=CC1OOC2,C1=CC2CC(C1)COO2
CC1[CH]CCC=CC1,CC1CC=CCCC1
[CH2]C(C=C)OOC1C=CCCC1,C=CC(C)OOC1C=CCCC1
C#CC(=O)O[O],C#CC(=O)OO
[CH2]C1(C)CC1C,CC1CC1(C)C
[O]OC1C=CCC=C1,OOC1C=CCC=C1
CC=CCCC1=CCC(C)[CH]C1,CC=CCCC1=CCC(C)CC1
[CH2]C=C=CO,CC=C=CO
C=C[C]=CO,C=CC=CO
C=C=C(C=O)O[O],C=C=C(C=O)OO
C=C1C=CC(O[O])C1,C=C1C=CC(OO)C1
C=C1OOC=C1O[O],C=C1OOC=C1OO
[CH2]C(C=C)OOC(C)C=C,C=CC(C)OOC(C)C=C
[CH2]C1CC12COOC2,CC1CC12COOC2
[CH2]C=CCC1C=CCCC1,CC=CCC1C=CCCC1
C=C[CH]CC1C=CCCC1,C=CCCC1C=CCCC1
CC1=CC=C[CH]C1,CC1=CC=CCC1
CC1=C[CH]C=CC1,CC1=CCC=CC1
C[C]1C=CC=CC1,CC1C=CC=CC1
C#CC(=O)CO[O],C#CC(=O)COO
CC[CH]C(CC)C1C=CC=CC1,CCCC(CC)C1C=CC=CC1
C1O[C]1C1OO1,C1OC1C1OO1
C=CC(=C)[C]=O,C=CC(=C)C=O
[CH2]C(=C=O)C=C,C=CC(C)=C=O
[O]OCC1=CC=CC1,OOCC1=CC=CC1
[CH]1CO1,C1CO1
[O]OCC=C=C=O,O=C=C=CCOO
[CH2]C1COO1,CC1COO1
C=C[CH]CCC(=C)C,C=CCCCC(=C)C
[CH2]C=CCCC(=C)C,C=C(C)CCC=CC
[CH2]C1OOCC1=C,C=C1COOC1C
C=C(C)[C](C)CCC(=C)C(=C)C,C=C(C)C(=C)CCC(C)C(=C)C
[CH2]C(C)=C(C)CCC(=C)C(=C)C,C=C(C)C(=C)CCC(C)=C(C)C
CC1=C[CH]CC=C1,CC1=CCCC=C1
C[C]1C=CCC=C1,CC1C=CCC=C1
[CH2]C=C,C=CC
CC1=CC=CC[CH]1,CC1=CC=CCC1
CC1=CCC=C[CH]1,CC1=CCC=CC1
CC1=CC[CH]C=C1,CC1=CCCC=C1
[CH]1C=CCC1,C1=CCCC1
C=C[C](C)C=C,C=CC(C)C=C
[CH2]C=C(C)C=C,C=CC(C)=CC
[CH2]C=CCCC=CC,CC=CCCC=CC
C=C[CH]CCC=CC,C=CCCCC=CC
[CH]1CC2C=CC1OOC2,C1=CC2CCC1COO2
[CH2]C1(C(=C)C)OO1,C=C(C)C1(C)OO1
C=CC(=C)O[O],C=CC(=C)OO
[CH2]C#CCO,CC#CCO
C=C=[C]CO,C=C=CCO
C=C[CH]C(=C)C,C=CCC(=C)C
[CH2]C=CC(=C)C,C=C(C)C=CC
[CH2]C(C)=CC=C,C=CC=C(C)C
[CH]1CC=CC1OOC1C=CCCC1,C1=CC(OOC2C=CCC2)CCC1
C=[C]COC(=C)C,C=CCOC(=C)C
C=C(C)CC1[CH]CCC(C)=C1,C=C(C)CC1C=C(C)CCC1
[O]OCC#CC=O,O=CC#CCOO
[O]OC1CC1=C=O,O=C=C1CC1OO
CC=CCC1=CC(O[O])C=CC1,CC=CCC1=CC(OO)C=CC1
[O]OC=C=C=O,O=C=C=COO
[CH2]CC(=C)C,C=C(C)CC
C#C[CH]CO,C#CCCO
[CH]=C=CCO,C=C=CCO
C=CC(C)OOC1[CH]CC=C1,C=CC(C)OOC1C=CCC1
C=C(C)C(=C)[CH]C,C=C(C)C(=C)CC
[CH2]C(=CC)C(=C)C,C=C(C)C(C)=CC
C=CC1C=C[CH]COO1,C=CC1C=CCCOO1
C=CC1[CH]C=CCOO1,C=CC1CC=CCOO1
C=C(C)CC1C=CCC[C]1C,C=C(C)CC1C=CCCC1C
[CH]1CCC=CC1OOC1C=CCC1,C1=CC(OOC2C=CCC2)CCC1
Oc1cc[c]cc1,OC1=CC=CC=C1
OC1=CC=[C]C=C1,OC1=CC=CC=C1
[CH2]c1cccc(C)c1,CC1=CC=CC(C)=C1
C=C1[CH]C=CC(C)=C1,C=C1C=C(C)C=CC1
C=C1C=C[CH]C(C)=C1,C=C1C=CCC(C)=C1
C=C1[CH]C(C)=CC=C1,C=C1C=CC=C(C)C1
[CH2]C1=CC=CC(C)=C1,CC1=CC=CC(C)=C1
C=C1CC=CC1O[O],C=C1CC=CC1OO
C=CC[CH]C,C=CCCC
[CH2]C1C=CCCC1,CC1C=CCCC1
O1[C]2OC12,O1C2OC12
C[CH]c1ccccc1,CCC1=CC=CC=C1
CC=C1[CH]C=CC=C1,CC=C1C=CC=CC1
CC=C1C=C[CH]C=C1,CC=C1C=CCC=C1
C[CH]C1=CC=CC=C1,CCC1=CC=CC=C1
C[C]=COO,CC=COO
[CH2]CC=CC,CC=CCC
[C]1=COC=CO1,C1=COC=CO1
C=C(C)CC1[CH]CCC=C1C,C=C(C)CC1CCCC=C1C
[CH]=C=O,C=C=O
C#C[O],C#CO
C=CC=[C]O,C=CC=CO
C1=CC2CC[C]1COO2,C1=CC2CCC1COO2
[CH]1C=C2CCC1OOC2,C1=C2CCC(C1)OOC2
C#C[CH]O,C#CCO
[CH]=C=CO,C=C=CO
[CH2]C(C)C=C,C=CC(C)C
C=C(C)CC1(C)[CH]CCC=C1,C=C(C)CC1(C)C=CCCC1
[CH2]C1CC1=O,CC1CC1=O
[O]OC1=CC=CC1,OOC1=CC=CC1
CC=CCC1=C[CH]CC1,CC=CCC1=CCCC1
CC=CC[C]1C=CCC1,CC=CCC1C=CCC1
C[C]1CC1(C)C,CC1CC1(C)C
CC1=CC[CH]C1,CC1=CCCC1
C=[C]COO,C=CCOO
C=C=CC(C)O[O],C=C=CC(C)OO
[CH2]C1(C)CC1,CC1(C)CC1
C[C]1CC=CC1,CC1CC=CC1
C#CC(C)(C)O[O],C#CC(C)(C)OO
C=C1[CH]C=CCC1,C=C1CC=CCC1
[CH2]C1=CC=CCC1,CC1=CC=CCC1
C=C1C=C[CH]CC1,C=C1C=CCCC1
[CH2]C1CC1C,CC1CC1C
C=C(C)CC1C=C[CH]C1,C=C(C)CC1C=CCC1
C=C(C)CC1[CH]C=CC1,C=C(C)CC1CC=CC1
CC=CCCC1[CH]CCC=CC1,CC=CCCC1CC=CCCC1
C[CH]C1CC1,CCC1CC1
C=C[C](CC=CC)CC(C)C=C,C=CC(C)CC(C=C)CC=CC
[CH2]C=C(CC=CC)CC(C)C=C,C=CC(C)CC(=CC)CC=CC
C=C[C](CC=CC)CCC=CC,C=CC(CC=CC)CCC=CC
[CH2]C=C(CC=CC)CCC=CC,CC=CCCC(=CC)CC=CC
[CH]=C(C)C(C)C,C=C(C)C(C)C
[CH]1COO1,C1COO1
C=C=C(C)C(C)(C)[C](C)C,C=C=C(C)C(C)(C)C(C)C
[CH]=C(O)C=C,C=CC(=C)O
[O]OC(=O)C1=CC1,O=C(OO)C1=CC1
C[C]=C(C)C,CC=C(C)C
[CH2]C=CCCC=C(C)CC=CC,CC=CCCC=C(C)CC=CC
C=C[CH]CCC=C(C)CC=CC,C=CCCCC=C(C)CC=CC
CC(C)=C=CO[O],CC(C)=C=COO
C=C=C(C)CO[O],C=C=C(C)COO
[CH]=CCOO,C=CCOO
C=C[CH]CCC=CCC1C=CCCC1,C=CCCCC=CCC1C=CCCC1
[CH2]C=CCCC=CCC1C=CCCC1,CC=CCCC=CCC1C=CCCC1
CC[CH]C(CC)C1C=CC=C1,CCCC(CC)C1C=CC=C1
[CH2]C=C=CC=O,CC=C=CC=O
C=C[C]=CC=O,C=CC=CC=O
O=CC1=[C]COO1,O=CC1=CCOO1
C#C[CH]OC,C#CCOC
[CH]=C=COC,C=C=COC
C=C=CC([O])C=CC=O,C=C=CC(O)C=CC=O
C=[C]C1(C=O)OO1,C=CC1(C=O)OO1
C=C[CH]C=C,C=CCC=C
[CH2]C=CC=C,C=CC=CC
C=C=CCC(C)(O[O])C(=C)C,C=C=CCC(C)(OO)C(=C)C
C=CCCC(C=C)C[CH]C=CC,C=CCCC(C=C)CCC=CC
C=CCCC(C=C)CC=C[CH]C,C=CCCC(C=C)CC=CCC
[CH2]C=CCCC=CCCC=CC,CC=CCCC=CCCC=CC
C=C[CH]CCC=CCCC=CC,C=CCCCC=CCCC=CC
C=C1C[CH]CC1,C=C1CCCC1
[CH]1C=CCC=C1,C1=CCC=CC1
[CH]1C=CC=CC1,C1=CCCC=C1
[CH2]OC(C)=C=C,C=C=C(C)OC
C=C[CH]CC(C=C)CCC=CC,C=CCCC(C=C)CCC=CC
[CH2]C=CCC(C=C)CCC=CC,C=CC(CC=CC)CCC=CC
CC=[C]CC,CC=CCC
C#CC(CC)O[O],C#CC(CC)OO
[CH2]C(=C)C(=C)C,C=C(C)C(=C)C
C=CC(=C)[CH]C,C=CC(=C)CC
[CH2]C(C=C)=CC,C=CC(C)=CC
C=CC=CC(=C)CO[O],C=CC=CC(=C)COO
C[C]=CCC,CC=CCC
C#C[C](O)C=C,C#CC(O)C=C
[CH]=C=C(O)C=C,C=C=C(O)C=C
C#CC(O)=C[CH2],C#CC(O)=CC
[CH]1CC=CC1OOC1C=CCC1,C1=CC(OOC2C=CCC2)CC1
[CH2]C1(C=C)OO1,C=CC1(C)OO1
OOC1[CH]C1,OOC1CC1
[CH2]c1ccccc1,CC1=CC=CC=C1
C=C1[CH]C=CC=C1,C=C1C=CC=CC1
C=C1C=C[CH]C=C1,C=C1C=CCC=C1
[CH2]C1=CC=CC=C1,CC1=CC=CC=C1
[CH2]CC=C,C=CCC
[O]OC1C=CC(C2C=CCC=C2)C1,OOC1C=CC(C2C=CCC=C2)C1
[CH]1OO1,C1OO1
[O]OC1C=CCC1C1C=CCC=C1,OOC1C=CCC1C1C=CCC=C1
[O]OC1C=CC=C1,OOC1C=CC=C1
C=C[C]=C=O,C=CC=C=O
[CH2]C=C=C=O,CC=C=C=O
C=CC#C[O],C=CC#CO
O=C1[CH]C2CC12,O=C1CC2CC12
[O]C1=CC2CC12,OC1=CC2CC12
C#CC(=O)[CH]C,C#CC(=O)CC
C#CC([O])=CC,C#CC(O)=CC
CC#CC[C]=O,CC#CCC=O
C=C[C](CC=CC)CCC=CCCC=CC,C=CC(CC=CC)CCC=CCCC=CC
[CH2]C=C(CC=CC)CCC=CCCC=CC,CC=CCCC=CCCC(=CC)CC=CC
[CH]=C(C)CC,C=C(C)CC
C=C1[CH]CCC=C1,C=C1C=CCCC1
[CH2]C1=CCCC=C1,CC1=CCCC=C1
[CH2]C1=CC1O,CC1=CC1O
C=C1[CH]C1O,C=C1CC1O
C=C[CH]CC1(CC=CC)C=CCC1,C=CCCC1(CC=CC)C=CCC1
[CH2]C=CCC1(CC=CC)C=CCC1,CC=CCC1(CC=CC)C=CCC1
[CH2]C#CO,CC#CO
C=C=[C]O,C=C=CO
CC1(C)[C]=COO1,CC1(C)C=COO1
C=C1CC[C]1C,C=C1CCC1C
[CH2]C1=C(C)CC1,CC1=C(C)CC1
[CH2]C1CC1,CC1CC1
[CH]1C=CCC1=C1C=CCCC1,C1=CC(=C2CC=CC2)CCC1
[CH]1C=CC(=C2C=CCCC2)C1,C1=CC(=C2C=CCC2)CCC1
C1=CCC([C]2C=CCCC2)=C1,C1=CCC(C2C=CCCC2)=C1
[CH]1C=C(C2=CC=CC2)CCC1,C1=CCC(C2=CCCCC2)=C1
CC=CCC1=CC=C[CH]C1,CC=CCC1=CC=CCC1
CC=CCC1=C[CH]C=CC1,CC=CCC1=CCC=CC1
CC=CC[C]1C=CC=CC1,CC=CCC1C=CC=CC1
C=C=C(C)O[O],C=C=C(C)OO
C#C[CH]C=O,C#CCC=O
[CH]=C=CC=O,C=C=CC=O
C#CC=C[O],C#CC=CO
C=C1[CH]C=CC1,C=C1CC=CC1
[CH2]C1=CC=CC1,CC1=CC=CC1
C=C1C=C[CH]C1,C=C1C=CCC1
CC=[C]C=C=O,CC=CC=C=O
CC=C=C[C]=O,CC=C=CC=O
[CH]=COO,C=COO
CC#CCO[O],CC#CCOO
[CH]1CC=CC1,C1=CCCC1
[CH2]C(=C)CC=C,C=CCC(=C)C
C=C=CC(C)(C)[C](C)C,C=C=CC(C)(C)C(C)C
C=CC=CC(C=C)O[O],C=CC=CC(C=C)OO
C=C=C([O])C=C,C=C=C(O)C=C
C=[C]C(=O)C=C,C=CC(=O)C=C
C[C]=CC,CC=CC
O=C1C=[C]C=CC1,O=C1C=CC=CC1
O=C1C=C=C[CH]C1,O=C1C=C=CCC1
C#CCC[C]=O,C#CCCC=O
[CH]1C=CCC1C1C=CCC1,C1=CC(C2CC=CC2)CC1
[CH]1C=CC(C2C=CCC2)C1,C1=CC(C2C=CCC2)CC1
C#CC(C)O[O],C#CC(C)OO
[CH]1C=CCC1OOC1C=CCC=C1,C1=CC(OOC2CC=CC2)C=CC1
[CH]1C=CC(OOC2C=CCC=C2)C1,C1=CC(OOC2C=CCC2)C=CC1
C=CCCC1=CC=C[CH]C1,C=CCCC1=CC=CCC1
C=CCCC1=C[CH]C=CC1,C=CCCC1=CCC=CC1
